Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5123","Pertes","2517","Millet et produits","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5521","Aliments pour animaux","2518","Sorgho et produits","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","580","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","532","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","27","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","11","Autriche","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","3484","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2511","Blé et produits","2013","2013","Milliers de tonnes","591","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5123","Pertes","2511","Blé et produits","2013","2013","Milliers de tonnes","71","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","2093","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","21","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5123","Pertes","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","822","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","682","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5123","Pertes","2513","Orge et produits","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","372","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","163","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","6","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","125","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5123","Pertes","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2515","Seigle et produits","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5123","Pertes","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","10","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","52","Azerbaïdjan","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","7","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","29","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","15","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","11","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","9","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5521","Aliments pour animaux","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5521","Aliments pour animaux","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","12","Bahamas","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","3497","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5123","Pertes","2511","Blé et produits","2013","2013","Milliers de tonnes","221","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","2736","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","30432","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5521","Aliments pour animaux","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1031","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5123","Pertes","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","1718","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","26892","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5123","Pertes","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","1948","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","1700","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","97","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","125","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","13","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2517","Millet et produits","2013","2013","Milliers de tonnes","12","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5521","Aliments pour animaux","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5123","Pertes","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","16","Bangladesh","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","23","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2511","Blé et produits","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","19","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","4","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","31","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","27","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","3","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2515","Seigle et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","2","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","14","Barbade","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","2324","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2511","Blé et produits","2013","2013","Milliers de tonnes","1339","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5123","Pertes","2511","Blé et produits","2013","2013","Milliers de tonnes","82","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","566","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","30","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","30","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2513","Orge et produits","2013","2013","Milliers de tonnes","1699","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2513","Orge et produits","2013","2013","Milliers de tonnes","1250","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5123","Pertes","2513","Orge et produits","2013","2013","Milliers de tonnes","24","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2513","Orge et produits","2013","2013","Milliers de tonnes","40","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2514","Maïs et produits","2013","2013","Milliers de tonnes","1214","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2514","Maïs et produits","2013","2013","Milliers de tonnes","1129","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5123","Pertes","2514","Maïs et produits","2013","2013","Milliers de tonnes","54","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2514","Maïs et produits","2013","2013","Milliers de tonnes","5","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2515","Seigle et produits","2013","2013","Milliers de tonnes","751","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2515","Seigle et produits","2013","2013","Milliers de tonnes","268","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5123","Pertes","2515","Seigle et produits","2013","2013","Milliers de tonnes","46","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2515","Seigle et produits","2013","2013","Milliers de tonnes","256","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2516","Avoine","2013","2013","Milliers de tonnes","340","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2516","Avoine","2013","2013","Milliers de tonnes","205","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5123","Pertes","2516","Avoine","2013","2013","Milliers de tonnes","16","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2516","Avoine","2013","2013","Milliers de tonnes","80","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2517","Millet et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2518","Sorgho et produits","2013","2013","Milliers de tonnes","0","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5301","Disponibilité intérieure","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1402","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5521","Aliments pour animaux","2520","Céréales, Autres","2013","2013","Milliers de tonnes","1165","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5123","Pertes","2520","Céréales, Autres","2013","2013","Milliers de tonnes","39","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","57","Bélarus","5142","Nourriture","2520","Céréales, Autres","2013","2013","Milliers de tonnes","63","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","255","Belgique","5301","Disponibilité intérieure","2511","Blé et produits","2013","2013","Milliers de tonnes","4293","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","255","Belgique","5521","Aliments pour animaux","2511","Blé et produits","2013","2013","Milliers de tonnes","1000","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","255","Belgique","5123","Pertes","2511","Blé et produits","2013","2013","Milliers de tonnes","28","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","255","Belgique","5142","Nourriture","2511","Blé et produits","2013","2013","Milliers de tonnes","1243","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","255","Belgique","5301","Disponibilité intérieure","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","162","S","Données standardisées"
"FBSH","Bilans Alimentaires (-2013, ancienne méthodologie et population)","255","Belgique","5521","Aliments pour animaux","2805","Riz (Eq Blanchi)","2013","2013","Milliers de tonnes","64","S","Données standardisées"
